femaleID,year,annual_density_cat,annual_density,broodID,plotID,CS,stzCS
391,1999,0.49,0.49,1416,7,12,1.81
392,1999,0.49,0.49,1320,2,10,0.6
392,2001,0.42,0.42,1805,2,9,0
393,1999,0.49,0.49,1356,4,10,0.6
394,1999,0.49,0.49,1390,8,9,0
395,1999,0.49,0.49,1322,3,7,-1.2
396,1999,0.49,0.49,1412,7,8,-0.6
396,2000,0.43,0.43,1641,7,9,0
397,1999,0.49,0.49,1246,1,8,-0.6
397,2000,0.43,0.43,1467,1,10,0.6
397,2001,0.42,0.42,1729,1,9,0
398,1999,0.49,0.49,1404,7,10,0.6
399,1999,0.49,0.49,1400,6,9,0
399,2000,0.43,0.43,1621,6,10,0.6
399,2001,0.42,0.42,1878,6,11,1.2
400,1999,0.49,0.49,1381,7,12,1.81
401,1999,0.49,0.49,1353,4,6,-1.81
402,1999,0.49,0.49,1414,7,11,1.2
403,1999,0.49,0.49,1385,7,15,3.61
404,1999,0.49,0.49,1379,7,9,0
404,2000,0.43,0.43,1640,7,9,0
405,1999,0.49,0.49,1273,2,10,0.6
406,1999,0.49,0.49,1413,7,12,1.81
407,1999,0.49,0.49,1399,4,10,0.6
408,1999,0.49,0.49,1344,4,8,-0.6
409,1999,0.49,0.49,1240,2,7,-1.2
410,1999,0.49,0.49,1302,2,8,-0.6
411,1999,0.49,0.49,1415,7,10,0.6
411,2000,0.43,0.43,1626,7,10,0.6
412,1999,0.49,0.49,1407,7,9,0
412,2000,0.43,0.43,1638,7,8,-0.6
413,1999,0.49,0.49,1375,6,13,2.41
414,1999,0.49,0.49,1325,3,6,-1.81
414,2000,0.43,0.43,1556,3,7,-1.2
414,2001,0.42,0.42,1815,3,6,-1.81
415,1999,0.49,0.49,1266,2,8,-0.6
416,1999,0.49,0.49,1331,3,9,0
417,1999,0.49,0.49,1337,4,7,-1.2
417,2000,0.43,0.43,1568,4,8,-0.6
418,1999,0.49,0.49,1272,2,9,0
419,1999,0.49,0.49,1274,2,8,-0.6
420,1999,0.49,0.49,1386,7,11,1.2
421,1999,0.49,0.49,1377,7,12,1.81
422,1999,0.49,0.49,1342,4,7,-1.2
423,1999,0.49,0.49,1330,3,11,1.2
424,1999,0.49,0.49,1392,8,9,0
425,1999,0.49,0.49,1287,2,6,-1.81
425,2001,0.42,0.42,1779,2,7,-1.2
426,1999,0.49,0.49,1403,7,11,1.2
427,1999,0.49,0.49,1300,2,8,-0.6
427,2000,0.43,0.43,1513,2,9,0
428,1999,0.49,0.49,1248,2,8,-0.6
429,1999,0.49,0.49,1281,2,9,0
430,2000,0.43,0.43,1608,4,7,-1.2
431,2001,0.42,0.42,1782,2,8,-0.6
431,2002,0.45,0.45,2039,2,7,-1.2
431,2003,0.5,0.5,2285,2,7,-1.2
432,2000,0.43,0.43,1570,4,7,-1.2
433,2000,0.43,0.43,1586,4,8,-0.6
434,2000,0.43,0.43,1465,1,11,1.2
434,2001,0.42,0.42,1727,1,9,0
435,2000,0.43,0.43,1567,4,7,-1.2
436,2000,0.43,0.43,1490,2,7,-1.2
437,2003,0.5,0.5,2405,5,11,1.2
438,2000,0.43,0.43,1493,2,13,2.41
439,2001,0.42,0.42,1791,2,8,-0.6
440,2000,0.43,0.43,1515,2,9,0
441,2000,0.43,0.43,1635,7,11,1.2
442,2000,0.43,0.43,1646,7,10,0.6
442,2002,0.45,0.45,2218,7,11,1.2
443,2000,0.43,0.43,1625,7,11,1.2
444,2000,0.43,0.43,1637,7,12,1.81
445,2000,0.43,0.43,1643,7,9,0
446,2000,0.43,0.43,1645,7,11,1.2
446,2001,0.42,0.42,1900,7,9,0
446,2002,0.45,0.45,2219,7,10,0.6
446,2003,0.5,0.5,2437,7,9,0
447,2000,0.43,0.43,1582,4,8,-0.6
447,2002,0.45,0.45,2154,4,11,1.2
448,2000,0.43,0.43,1539,2,9,0
448,2001,0.42,0.42,1796,2,9,0
449,2000,0.43,0.43,1550,2,10,0.6
450,2000,0.43,0.43,1632,7,9,0
451,2001,0.42,0.42,1803,2,10,0.6
451,2002,0.45,0.45,2061,2,8,-0.6
452,2001,0.42,0.42,1821,3,7,-1.2
453,2000,0.43,0.43,1649,7,9,0
453,2001,0.42,0.42,1901,7,9,0
454,2001,0.42,0.42,1726,1,8,-0.6
455,2000,0.43,0.43,1589,4,8,-0.6
456,2001,0.42,0.42,1725,1,12,1.81
457,2000,0.43,0.43,1611,5,10,0.6
458,2001,0.42,0.42,1836,4,8,-0.6
459,2000,0.43,0.43,1650,8,9,0
460,2000,0.43,0.43,1596,4,8,-0.6
461,2000,0.43,0.43,1584,4,7,-1.2
462,2001,0.42,0.42,1822,3,9,0
463,2000,0.43,0.43,1514,2,9,0
463,2001,0.42,0.42,1774,2,9,0
464,2000,0.43,0.43,1588,4,9,0
465,2001,0.42,0.42,1739,2,8,-0.6
465,2002,0.45,0.45,1980,2,7,-1.2
465,2003,0.5,0.5,2278,2,9,0
466,2001,0.42,0.42,1728,1,8,-0.6
467,2000,0.43,0.43,1579,4,7,-1.2
468,2000,0.43,0.43,1659,5,10,0.6
469,2000,0.43,0.43,1520,2,8,-0.6
469,2001,0.42,0.42,1763,2,8,-0.6
470,2001,0.42,0.42,1809,2,9,0
471,2000,0.43,0.43,1461,2,15,3.61
472,2000,0.43,0.43,1555,3,11,1.2
472,2001,0.42,0.42,1814,3,9,0
472,2002,0.45,0.45,2076,3,9,0
473,2000,0.43,0.43,1647,7,9,0
474,2000,0.43,0.43,1633,7,10,0.6
475,2001,0.42,0.42,1873,5,13,2.41
476,2003,0.5,0.5,2346,3,7,-1.2
477,2002,0.45,0.45,1996,2,9,0
478,2002,0.45,0.45,2097,4,9,0
479,2001,0.42,0.42,1765,2,9,0
479,2002,0.45,0.45,2012,2,10,0.6
480,2001,0.42,0.42,1724,2,10,0.6
480,2003,0.5,0.5,2242,2,10,0.6
481,2001,0.42,0.42,1776,2,10,0.6
482,2002,0.45,0.45,2100,4,9,0
483,2001,0.42,0.42,1820,3,10,0.6
484,2003,0.5,0.5,2367,4,8,-0.6
485,2001,0.42,0.42,1764,2,9,0
486,2001,0.42,0.42,1773,2,7,-1.2
486,2003,0.5,0.5,2299,2,9,0
487,2002,0.45,0.45,2069,2,9,0
488,2003,0.5,0.5,2298,2,9,0
489,2002,0.45,0.45,1953,1,9,0
490,2002,0.45,0.45,2213,7,12,1.81
491,2002,0.45,0.45,2179,6,11,1.2
492,2001,0.42,0.42,1751,2,7,-1.2
493,2002,0.45,0.45,1968,2,9,0
494,2001,0.42,0.42,1723,2,11,1.2
495,2003,0.5,0.5,2404,5,8,-0.6
496,2001,0.42,0.42,1748,2,10,0.6
497,2001,0.42,0.42,1762,2,9,0
498,2001,0.42,0.42,1734,2,9,0
499,2001,0.42,0.42,1758,2,10,0.6
500,2001,0.42,0.42,1747,2,14,3.01
501,2003,0.5,0.5,2380,4,7,-1.2
501,2004,0.56,0.56,2670,4,9,0
502,2001,0.42,0.42,1819,3,9,0
503,2001,0.42,0.42,1806,2,9,0
503,2002,0.45,0.45,2067,2,9,0
503,2003,0.5,0.5,2339,2,9,0
503,2004,0.56,0.56,2606,2,9,0
504,2001,0.42,0.42,1731,2,10,0.6
504,2002,0.45,0.45,1966,2,12,1.81
505,2002,0.45,0.45,2114,4,10,0.6
506,2001,0.42,0.42,1813,3,8,-0.6
506,2002,0.45,0.45,2075,3,10,0.6
507,2002,0.45,0.45,2116,4,7,-1.2
508,2002,0.45,0.45,2133,4,7,-1.2
509,2001,0.42,0.42,1770,2,9,0
510,2001,0.42,0.42,1816,3,5,-2.41
511,2001,0.42,0.42,1733,2,12,1.81
512,2001,0.42,0.42,1823,3,9,0
512,2002,0.45,0.45,2095,3,11,1.2
512,2003,0.5,0.5,2356,3,11,1.2
513,2001,0.42,0.42,1905,7,10,0.6
513,2002,0.45,0.45,2230,7,10,0.6
514,2001,0.42,0.42,1793,2,10,0.6
515,2001,0.42,0.42,1759,2,9,0
515,2002,0.45,0.45,1992,2,11,1.2
515,2003,0.5,0.5,2274,2,9,0
516,2001,0.42,0.42,1740,2,10,0.6
517,2002,0.45,0.45,2129,4,8,-0.6
517,2003,0.5,0.5,2394,4,8,-0.6
517,2004,0.56,0.56,2669,4,10,0.6
518,2001,0.42,0.42,1752,2,9,0
518,2002,0.45,0.45,1972,2,10,0.6
519,2001,0.42,0.42,1909,8,11,1.2
519,2002,0.45,0.45,2237,8,10,0.6
519,2003,0.5,0.5,2448,8,10,0.6
520,2001,0.42,0.42,1783,2,8,-0.6
521,2001,0.42,0.42,1790,2,9,0
522,2003,0.5,0.5,2293,2,7,-1.2
522,2004,0.56,0.56,2575,2,9,0
523,2002,0.45,0.45,2002,2,9,0
524,2002,0.45,0.45,2096,4,8,-0.6
525,2002,0.45,0.45,1963,2,9,0
525,2003,0.5,0.5,2243,2,8,-0.6
525,2004,0.56,0.56,2515,2,9,0
526,2002,0.45,0.45,1975,2,9,0
527,2002,0.45,0.45,2180,6,9,0
528,2002,0.45,0.45,2185,7,9,0
528,2003,0.5,0.5,2432,7,12,1.81
528,2004,0.56,0.56,2713,7,9,0
529,2003,0.5,0.5,2263,2,5,-2.41
530,2002,0.45,0.45,2177,6,8,-0.6
531,2002,0.45,0.45,2224,7,7,-1.2
532,2002,0.45,0.45,2206,7,11,1.2
532,2003,0.5,0.5,2434,7,11,1.2
533,2002,0.45,0.45,2208,7,11,1.2
533,2004,0.56,0.56,2733,7,10,0.6
534,2002,0.45,0.45,2193,7,10,0.6
534,2003,0.5,0.5,2423,7,10,0.6
534,2004,0.56,0.56,2717,7,11,1.2
535,2002,0.45,0.45,2157,5,10,0.6
536,2002,0.45,0.45,2081,3,7,-1.2
536,2003,0.5,0.5,2349,3,7,-1.2
536,2004,0.56,0.56,2620,3,9,0
537,2002,0.45,0.45,1974,2,9,0
538,2002,0.45,0.45,2050,2,9,0
538,2003,0.5,0.5,2314,2,10,0.6
539,2003,0.5,0.5,2277,2,11,1.2
540,2002,0.45,0.45,1993,2,9,0
540,2003,0.5,0.5,2272,2,9,0
541,2002,0.45,0.45,2181,6,12,1.81
541,2003,0.5,0.5,2414,6,10,0.6
542,2002,0.45,0.45,2200,7,11,1.2
542,2003,0.5,0.5,2426,7,12,1.81
543,2002,0.45,0.45,2235,8,7,-1.2
543,2003,0.5,0.5,2446,8,9,0
544,2004,0.56,0.56,2711,6,10,0.6
545,2005,2.05,2.05,3177,19,6,-1.81
545,2006,1.39,1.39,3627,19,8,-0.6
546,2002,0.45,0.45,2146,4,8,-0.6
547,2002,0.45,0.45,2175,5,8,-0.6
548,2002,0.45,0.45,2159,5,8,-0.6
549,2002,0.45,0.45,2079,3,8,-0.6
550,2002,0.45,0.45,1950,2,10,0.6
550,2003,0.5,0.5,2245,2,8,-0.6
551,2002,0.45,0.45,2007,2,9,0
552,2003,0.5,0.5,2355,3,7,-1.2
553,2002,0.45,0.45,2119,4,7,-1.2
554,2002,0.45,0.45,1985,2,11,1.2
555,2002,0.45,0.45,1959,1,12,1.81
556,2003,0.5,0.5,2343,2,10,0.6
557,2003,0.5,0.5,2352,3,7,-1.2
558,2002,0.45,0.45,2023,2,10,0.6
559,2003,0.5,0.5,2373,4,9,0
560,2002,0.45,0.45,2073,2,8,-0.6
561,2003,0.5,0.5,2381,4,7,-1.2
561,2004,0.56,0.56,2662,4,8,-0.6
562,2003,0.5,0.5,2455,5,8,-0.6
562,2004,0.56,0.56,2701,5,7,-1.2
562,2005,2.05,2.05,3149,19,7,-1.2
563,2004,0.56,0.56,2708,6,9,0
564,2003,0.5,0.5,2255,6,9,0
565,2003,0.5,0.5,2350,3,9,0
566,2005,2.05,2.05,3307,22,7,-1.2
567,2003,0.5,0.5,2399,4,11,1.2
568,2003,0.5,0.5,2422,7,9,0
569,2004,0.56,0.56,2671,4,9,0
570,2003,0.5,0.5,2420,7,8,-0.6
571,2003,0.5,0.5,2259,2,10,0.6
571,2004,0.56,0.56,2519,2,10,0.6
572,2004,0.56,0.56,2598,2,10,0.6
573,2003,0.5,0.5,2439,7,7,-1.2
573,2004,0.56,0.56,2735,7,9,0
574,2003,0.5,0.5,2440,7,9,0
575,2003,0.5,0.5,2450,7,10,0.6
575,2004,0.56,0.56,2726,7,10,0.6
576,2003,0.5,0.5,2303,2,8,-0.6
576,2004,0.56,0.56,2572,2,10,0.6
577,2003,0.5,0.5,2390,4,6,-1.81
578,2003,0.5,0.5,2353,3,9,0
579,2003,0.5,0.5,2284,2,10,0.6
579,2004,0.56,0.56,2549,2,9,0
580,2003,0.5,0.5,2249,1,9,0
581,2003,0.5,0.5,2267,2,10,0.6
582,2004,0.56,0.56,2547,2,10,0.6
583,2004,0.56,0.56,2542,2,11,1.2
584,2004,0.56,0.56,2592,2,8,-0.6
585,2003,0.5,0.5,2324,2,12,1.81
586,2003,0.5,0.5,2464,2,10,0.6
587,2004,0.56,0.56,2505,1,5,-2.41
588,2004,0.56,0.56,2569,2,10,0.6
589,2003,0.5,0.5,2397,4,11,1.2
589,2004,0.56,0.56,2692,5,9,0
589,2005,2.05,2.05,3158,19,11,1.2
589,2006,1.39,1.39,3621,19,11,1.2
590,2004,0.56,0.56,2536,2,12,1.81
591,2005,2.05,2.05,3043,16,7,-1.2
591,2006,1.39,1.39,3514,16,10,0.6
591,2007,2.16,2.16,3970,16,8,-0.6
591,2008,1.81,1.81,,16,,
592,2004,0.56,0.56,2652,4,10,0.6
592,2005,2.05,2.05,3316,22,9,0
593,2004,0.56,0.56,2746,7,11,1.2
594,2005,2.05,2.05,3279,22,6,-1.81
594,2006,1.39,1.39,3726,22,10,0.6
594,2007,2.16,2.16,4234,22,7,-1.2
595,2003,0.5,0.5,2325,2,6,-1.81
596,2005,2.05,2.05,3267,21,7,-1.2
597,2003,0.5,0.5,2393,4,8,-0.6
597,2004,0.56,0.56,2678,4,6,-1.81
597,2005,2.05,2.05,3281,22,12,1.81
597,2006,1.39,1.39,3737,22,9,0
597,2007,2.16,2.16,4098,19,9,0
597,2008,1.81,1.81,4513,18,6,-1.81
598,2005,2.05,2.05,3320,22,9,0
599,2003,0.5,0.5,2251,2,9,0
600,2003,0.5,0.5,2309,2,8,-0.6
601,2003,0.5,0.5,2459,4,8,-0.6
601,2004,0.56,0.56,2688,4,9,0
602,2003,0.5,0.5,2445,8,11,1.2
602,2004,0.56,0.56,2751,8,12,1.81
603,2003,0.5,0.5,2427,7,11,1.2
604,2005,2.05,2.05,3096,17,9,0
604,2006,1.39,1.39,,17,,
605,2003,0.5,0.5,2392,4,12,1.81
606,2003,0.5,0.5,2294,2,5,-2.41
1795,2003,0.5,0.5,2363,4,7,-1.2
607,2004,0.56,0.56,2612,2,10,0.6
608,2004,0.56,0.56,2589,2,6,-1.81
609,2004,0.56,0.56,2683,4,9,0
610,2003,0.5,0.5,2361,4,9,0
611,2004,0.56,0.56,2520,2,9,0
612,2004,0.56,0.56,2605,2,9,0
613,2004,0.56,0.56,2648,4,8,-0.6
613,2005,2.05,2.05,3319,22,8,-0.6
614,2003,0.5,0.5,2417,7,7,-1.2
614,2004,0.56,0.56,2714,7,9,0
615,2003,0.5,0.5,2338,2,8,-0.6
616,2003,0.5,0.5,2252,2,6,-1.81
617,2003,0.5,0.5,2265,2,8,-0.6
618,2003,0.5,0.5,2379,4,6,-1.81
619,2003,0.5,0.5,2359,4,14,3.01
620,2003,0.5,0.5,2347,3,10,0.6
621,2003,0.5,0.5,2257,2,10,0.6
622,2003,0.5,0.5,2279,2,6,-1.81
623,2003,0.5,0.5,2302,2,6,-1.81
623,2004,0.56,0.56,2567,2,9,0
624,2005,2.05,2.05,3100,17,8,-0.6
625,2003,0.5,0.5,2411,6,10,0.6
626,2003,0.5,0.5,2364,4,6,-1.81
627,2003,0.5,0.5,2460,1,12,1.81
627,2004,0.56,0.56,2511,2,9,0
628,2003,0.5,0.5,2441,7,8,-0.6
629,2003,0.5,0.5,2307,2,11,1.2
630,2003,0.5,0.5,2403,5,8,-0.6
631,2004,0.56,0.56,2690,5,9,0
632,2003,0.5,0.5,2316,2,6,-1.81
633,2003,0.5,0.5,2315,2,10,0.6
634,2003,0.5,0.5,2323,2,9,0
635,2003,0.5,0.5,2282,2,10,0.6
636,2003,0.5,0.5,2368,4,4,-3.01
636,2004,0.56,0.56,2633,4,9,0
637,2003,0.5,0.5,2362,4,10,0.6
638,2004,0.56,0.56,2619,3,8,-0.6
639,2003,0.5,0.5,2383,4,9,0
639,2004,0.56,0.56,2673,4,7,-1.2
640,2004,0.56,0.56,2742,7,9,0
641,2004,0.56,0.56,2534,2,9,0
642,2004,0.56,0.56,2664,4,10,0.6
643,2004,0.56,0.56,2508,1,12,1.81
644,2004,0.56,0.56,2604,2,9,0
644,2005,2.05,2.05,3081,17,9,0
644,2006,1.39,1.39,3551,17,9,0
645,2004,0.56,0.56,2545,2,8,-0.6
646,2004,0.56,0.56,2805,12,8,-0.6
646,2005,2.05,2.05,2900,12,8,-0.6
646,2006,1.39,1.39,3422,12,10,0.6
647,2004,0.56,0.56,2538,2,10,0.6
648,2004,0.56,0.56,2852,14,11,1.2
649,2005,2.05,2.05,3053,16,9,0
650,2004,0.56,0.56,2789,12,9,0
651,2004,0.56,0.56,2602,2,9,0
652,2004,0.56,0.56,2834,13,11,1.2
652,2005,2.05,2.05,2889,13,10,0.6
652,2006,1.39,1.39,3462,14,12,1.81
653,2004,0.56,0.56,2523,2,10,0.6
653,2005,2.05,2.05,3040,16,9,0
653,2006,1.39,1.39,3524,16,10,0.6
653,2007,2.16,2.16,3968,16,8,-0.6
653,2008,1.81,1.81,4429,16,8,-0.6
654,2004,0.56,0.56,2709,6,8,-0.6
655,2004,0.56,0.56,2753,8,9,0
656,2007,2.16,2.16,,17,,
657,2004,0.56,0.56,2821,13,9,0
657,2005,2.05,2.05,2880,13,10,0.6
658,2004,0.56,0.56,2498,2,11,1.2
659,2004,0.56,0.56,2591,2,8,-0.6
659,2005,2.05,2.05,3104,17,8,-0.6
660,2004,0.56,0.56,2818,13,10,0.6
660,2005,2.05,2.05,2918,13,9,0
660,2006,1.39,1.39,3450,13,11,1.2
660,2007,2.16,2.16,3857,13,9,0
661,2004,0.56,0.56,2625,3,12,1.81
662,2004,0.56,0.56,2843,14,9,0
663,2004,0.56,0.56,2770,11,10,0.6
663,2005,2.05,2.05,2954,11,10,0.6
663,2006,1.39,1.39,3391,11,10,0.6
663,2007,2.16,2.16,3796,11,10,0.6
663,2008,1.81,1.81,,11,,
664,2004,0.56,0.56,2781,12,9,0
665,2007,2.16,2.16,4236,22,5,-2.41
665,2008,1.81,1.81,4668,22,4,-3.01
666,2005,2.05,2.05,3107,17,10,0.6
666,2006,1.39,1.39,,17,,
667,2004,0.56,0.56,2581,2,9,0
667,2007,2.16,2.16,,17,,
668,2004,0.56,0.56,2627,3,8,-0.6
669,2004,0.56,0.56,2774,11,9,0
669,2005,2.05,2.05,2927,11,9,0
670,2004,0.56,0.56,2764,11,10,0.6
670,2005,2.05,2.05,2942,11,9,0
670,2006,1.39,1.39,3382,11,11,1.2
671,2004,0.56,0.56,2766,11,8,-0.6
671,2005,2.05,2.05,2943,11,8,-0.6
672,2004,0.56,0.56,2780,12,11,1.2
672,2005,2.05,2.05,2962,12,10,0.6
673,2004,0.56,0.56,2778,12,11,1.2
674,2004,0.56,0.56,2785,12,11,1.2
674,2005,2.05,2.05,2885,13,10,0.6
674,2006,1.39,1.39,,13,,
675,2004,0.56,0.56,2788,12,7,-1.2
676,2004,0.56,0.56,2860,14,12,1.81
677,2004,0.56,0.56,2855,14,9,0
677,2005,2.05,2.05,3021,15,8,-0.6
678,2004,0.56,0.56,2859,14,11,1.2
679,2004,0.56,0.56,2831,13,9,0
679,2005,2.05,2.05,2883,13,9,0
680,2004,0.56,0.56,2827,13,12,1.81
680,2005,2.05,2.05,2921,13,9,0
681,2004,0.56,0.56,2614,3,8,-0.6
682,2005,2.05,2.05,3317,22,8,-0.6
682,2006,1.39,1.39,3765,22,9,0
682,2007,2.16,2.16,4273,22,8,-0.6
683,2004,0.56,0.56,2682,4,8,-0.6
684,2004,0.56,0.56,2522,2,11,1.2
685,2004,0.56,0.56,2741,7,8,-0.6
686,2004,0.56,0.56,2730,7,9,0
687,2004,0.56,0.56,2728,7,9,0
688,2004,0.56,0.56,2759,11,10,0.6
688,2005,2.05,2.05,2934,11,10,0.6
689,2004,0.56,0.56,2763,11,10,0.6
690,2004,0.56,0.56,2757,11,10,0.6
691,2004,0.56,0.56,2760,11,11,1.2
692,2004,0.56,0.56,2768,11,8,-0.6
692,2005,2.05,2.05,2946,11,7,-1.2
693,2004,0.56,0.56,2794,12,10,0.6
694,2004,0.56,0.56,2795,12,11,1.2
695,2004,0.56,0.56,2800,12,8,-0.6
696,2004,0.56,0.56,2797,12,11,1.2
697,2004,0.56,0.56,2850,14,11,1.2
697,2005,2.05,2.05,2998,14,10,0.6
698,2004,0.56,0.56,2810,13,10,0.6
699,2004,0.56,0.56,2811,13,9,0
700,2004,0.56,0.56,2825,13,11,1.2
701,2004,0.56,0.56,2858,14,9,0
702,2004,0.56,0.56,2790,12,8,-0.6
702,2005,2.05,2.05,2897,12,9,0
703,2004,0.56,0.56,2660,4,7,-1.2
704,2004,0.56,0.56,2695,5,8,-0.6
705,2004,0.56,0.56,2685,4,10,0.6
706,2004,0.56,0.56,2577,2,9,0
706,2005,2.05,2.05,3105,17,7,-1.2
706,2006,1.39,1.39,3576,17,9,0
706,2007,2.16,2.16,3988,16,5,-2.41
706,2008,1.81,1.81,4432,16,7,-1.2
707,2004,0.56,0.56,2656,4,7,-1.2
708,2004,0.56,0.56,2585,2,9,0
708,2005,2.05,2.05,3111,17,8,-0.6
708,2006,1.39,1.39,3579,17,9,0
709,2004,0.56,0.56,2558,2,10,0.6
710,2004,0.56,0.56,2574,2,9,0
710,2005,2.05,2.05,3103,17,8,-0.6
710,2006,1.39,1.39,3569,17,9,0
711,2004,0.56,0.56,2502,2,11,1.2
712,2004,0.56,0.56,2710,6,8,-0.6
713,2004,0.56,0.56,2863,14,10,0.6
713,2005,2.05,2.05,2990,14,9,0
714,2004,0.56,0.56,2806,12,11,1.2
715,2004,0.56,0.56,2804,12,9,0
716,2004,0.56,0.56,2697,5,8,-0.6
716,2005,2.05,2.05,3136,18,9,0
717,2004,0.56,0.56,2752,8,9,0
718,2004,0.56,0.56,2503,4,7,-1.2
718,2005,2.05,2.05,3287,22,10,0.6
719,2004,0.56,0.56,2715,7,10,0.6
720,2004,0.56,0.56,2749,8,10,0.6
721,2004,0.56,0.56,2630,3,9,0
722,2004,0.56,0.56,2504,1,8,-0.6
723,2004,0.56,0.56,2754,11,10,0.6
723,2005,2.05,2.05,2939,11,9,0
724,2004,0.56,0.56,2837,14,10,0.6
725,2004,0.56,0.56,2548,2,10,0.6
726,2004,0.56,0.56,2769,11,9,0
727,2004,0.56,0.56,2822,13,9,0
728,2004,0.56,0.56,2629,3,10,0.6
729,2004,0.56,0.56,2756,11,10,0.6
730,2004,0.56,0.56,2847,14,10,0.6
731,2004,0.56,0.56,2599,2,10,0.6
732,2005,2.05,2.05,3010,15,8,-0.6
732,2006,1.39,1.39,,15,,
733,2004,0.56,0.56,2611,2,8,-0.6
734,2004,0.56,0.56,2561,2,7,-1.2
735,2004,0.56,0.56,2500,2,8,-0.6
736,2004,0.56,0.56,2593,2,10,0.6
737,2005,2.05,2.05,3031,15,10,0.6
737,2006,1.39,1.39,3493,15,12,1.81
737,2007,2.16,2.16,3949,15,9,0
738,2004,0.56,0.56,2846,14,7,-1.2
738,2005,2.05,2.05,3022,15,9,0
739,2005,2.05,2.05,2956,11,9,0
740,2004,0.56,0.56,2817,13,11,1.2
741,2005,2.05,2.05,3140,18,8,-0.6
742,2005,2.05,2.05,3060,16,9,0
742,2006,1.39,1.39,3528,16,11,1.2
743,2006,1.39,1.39,3548,17,11,1.2
744,2005,2.05,2.05,2957,11,7,-1.2
745,2005,2.05,2.05,2960,12,9,0
746,2005,2.05,2.05,3015,15,9,0
747,2005,2.05,2.05,3030,15,8,-0.6
748,2005,2.05,2.05,2975,14,8,-0.6
748,2006,1.39,1.39,3468,14,10,0.6
748,2007,2.16,2.16,3953,15,9,0
749,2005,2.05,2.05,3219,20,8,-0.6
750,2005,2.05,2.05,2914,13,9,0
750,2006,1.39,1.39,,13,,
751,2005,2.05,2.05,2959,12,8,-0.6
752,2006,1.39,1.39,,16,,
753,2005,2.05,2.05,2924,11,8,-0.6
754,2005,2.05,2.05,3051,16,9,0
755,2005,2.05,2.05,2887,13,9,0
756,2005,2.05,2.05,2985,14,10,0.6
756,2006,1.39,1.39,3474,14,11,1.2
756,2007,2.16,2.16,,14,,
757,2005,2.05,2.05,3196,19,8,-0.6
758,2005,2.05,2.05,3225,20,10,0.6
759,2007,2.16,2.16,4042,17,5,-2.41
760,2005,2.05,2.05,3257,21,9,0
760,2006,1.39,1.39,3713,21,10,0.6
760,2007,2.16,2.16,4205,21,9,0
760,2008,1.81,1.81,4653,21,8,-0.6
761,2005,2.05,2.05,2879,13,8,-0.6
761,2006,1.39,1.39,,13,,
762,2005,2.05,2.05,3020,15,7,-1.2
763,2005,2.05,2.05,2973,14,8,-0.6
763,2006,1.39,1.39,,14,,
764,2007,2.16,2.16,,17,,
765,2005,2.05,2.05,3310,22,9,0
766,2006,1.39,1.39,3383,11,6,-1.81
767,2005,2.05,2.05,3141,18,5,-2.41
767,2006,1.39,1.39,,16,,
768,2005,2.05,2.05,3301,22,5,-2.41
768,2006,1.39,1.39,3748,22,8,-0.6
768,2007,2.16,2.16,4258,22,7,-1.2
769,2005,2.05,2.05,3305,22,8,-0.6
770,2006,1.39,1.39,,17,,
771,2005,2.05,2.05,3295,22,8,-0.6
772,2005,2.05,2.05,2905,12,8,-0.6
772,2006,1.39,1.39,3397,11,9,0
772,2007,2.16,2.16,,13,,
773,2005,2.05,2.05,3276,21,9,0
773,2006,1.39,1.39,,21,,
774,2005,2.05,2.05,2994,14,10,0.6
774,2006,1.39,1.39,3476,14,11,1.2
775,2005,2.05,2.05,2932,11,10,0.6
776,2005,2.05,2.05,2952,11,9,0
776,2006,1.39,1.39,3387,11,11,1.2
776,2007,2.16,2.16,3799,11,10,0.6
776,2008,1.81,1.81,,11,,
777,2005,2.05,2.05,2922,13,9,0
777,2006,1.39,1.39,3427,13,10,0.6
777,2007,2.16,2.16,3860,13,6,-1.81
777,2008,1.81,1.81,4361,13,10,0.6
777,2009,1.27,1.27,4787,13,8,-0.6
778,2005,2.05,2.05,2948,11,9,0
779,2005,2.05,2.05,3014,15,11,1.2
779,2006,1.39,1.39,3485,15,11,1.2
779,2007,2.16,2.16,3932,15,10,0.6
780,2005,2.05,2.05,2953,11,8,-0.6
781,2005,2.05,2.05,2878,13,9,0
781,2006,1.39,1.39,3614,18,10,0.6
782,2005,2.05,2.05,2968,12,9,0
783,2005,2.05,2.05,2925,11,6,-1.81
784,2005,2.05,2.05,3065,16,7,-1.2
785,2005,2.05,2.05,3069,16,9,0
785,2006,1.39,1.39,3539,16,9,0
785,2007,2.16,2.16,,16,,
786,2005,2.05,2.05,3244,21,9,0
787,2005,2.05,2.05,2964,12,9,0
788,2005,2.05,2.05,3182,19,10,0.6
789,2005,2.05,2.05,3201,19,10,0.6
789,2006,1.39,1.39,3651,19,10,0.6
789,2007,2.16,2.16,4134,19,8,-0.6
789,2008,1.81,1.81,4557,19,8,-0.6
789,2009,1.27,1.27,4955,19,10,0.6
790,2005,2.05,2.05,3253,21,8,-0.6
791,2005,2.05,2.05,3143,18,9,0
792,2005,2.05,2.05,3294,22,8,-0.6
792,2006,1.39,1.39,3740,22,10,0.6
792,2007,2.16,2.16,4262,22,7,-1.2
793,2005,2.05,2.05,3260,21,9,0
